Stim_Number,Delay
401,0.7000000000000001
402,0.9
403,0.8
404,0.7000000000000001
405,0.9
406,0.5
407,1.4000000000000001
408,1.0
409,1.2000000000000002
410,0.9
411,0.7000000000000001
412,1.0
413,0.7000000000000001
414,0.7000000000000001
415,1.2000000000000002
416,1.1
417,0.6000000000000001
418,1.5
419,1.1
420,1.1
421,0.7000000000000001
422,1.0
423,1.3
424,1.4000000000000001
425,0.5
426,1.2000000000000002
427,1.5
428,1.3
429,1.4000000000000001
430,0.5
431,1.4000000000000001
432,0.9
433,0.7000000000000001
434,1.4000000000000001
435,0.7000000000000001
436,1.0
437,0.9
438,0.8
439,1.0
440,1.2000000000000002
441,0.7000000000000001
442,1.2000000000000002
443,1.4000000000000001
444,0.9
445,0.5
446,1.1
447,1.0
448,0.9
449,0.8
450,0.7000000000000001
451,0.8
452,0.6000000000000001
453,0.9
454,1.4000000000000001
455,1.4000000000000001
456,1.4000000000000001
457,1.1
458,1.0
459,0.7000000000000001
460,0.7000000000000001
461,0.9
462,0.8
463,1.1
464,1.1
465,1.2000000000000002
466,1.2000000000000002
467,1.4000000000000001
468,0.7000000000000001
469,1.0
470,1.2000000000000002
471,0.7000000000000001
472,0.9
473,1.3
474,1.2000000000000002
475,1.0
476,1.2000000000000002
477,0.7000000000000001
478,0.8
479,1.3
480,0.8
481,0.6000000000000001
482,0.6000000000000001
483,0.6000000000000001
484,0.8
485,0.8
486,1.3
487,1.1
488,1.2000000000000002
489,0.8
490,0.6000000000000001
491,0.9
492,0.8
493,1.2000000000000002
494,1.1
495,0.9
496,1.5
497,0.6000000000000001
498,1.2000000000000002
499,0.6000000000000001
500,0.9
